id,acct,url,created_at,followers_count,following_count,statuses_count,last_status_at,instance
109286944735021347,denniswang,https://hci.social/@denniswang,2022-11-04T00:00:00.000Z,5,17,4,2022-11-17,https://hci.social/
109286930788057250,juanathanho,https://hci.social/@juanathanho,2022-11-04T00:00:00.000Z,10,27,0,,https://hci.social/
109286841798359538,franziroesner,https://hci.social/@franziroesner,2022-11-04T00:00:00.000Z,489,141,31,2023-08-10,https://hci.social/
109286840729500662,spencer,https://hci.social/@spencer,2022-11-04T00:00:00.000Z,27,34,7,2022-12-16,https://hci.social/
109286839010824276,keri,https://hci.social/@keri,2022-11-04T00:00:00.000Z,50,62,9,2022-12-08,https://hci.social/
109286808313432990,maxkreminski,https://hci.social/@maxkreminski,2022-11-04T00:00:00.000Z,13,8,0,,https://hci.social/
109286761375455053,piccardi,https://hci.social/@piccardi,2022-11-04T00:00:00.000Z,43,64,6,2023-02-02,https://hci.social/
109286753423453633,ahnjune,https://hci.social/@ahnjune,2022-11-04T00:00:00.000Z,152,82,54,2023-09-11,https://hci.social/
109286025352911249,chrisamaphone,https://hci.social/@chrisamaphone,2022-11-04T00:00:00.000Z,1717,677,5438,2023-11-18,https://hci.social/
109285972473966467,kuhl,https://hci.social/@kuhl,2022-11-04T00:00:00.000Z,20,157,2,2022-12-22,https://hci.social/
109285720725238697,andrewhead,https://hci.social/@andrewhead,2022-11-04T00:00:00.000Z,66,47,8,2022-12-07,https://hci.social/
109285560021026494,bcaramiaux,https://hci.social/@bcaramiaux,2022-11-04T00:00:00.000Z,143,131,68,2023-11-07,https://hci.social/
109284941290948336,diego,https://hci.social/@diego,2022-11-04T00:00:00.000Z,77,111,104,2023-11-09,https://hci.social/
109284048723312060,aakarg,https://hci.social/@aakarg,2022-11-04T00:00:00.000Z,7,12,1,2022-12-12,https://hci.social/
109283765186390764,asarif,https://hci.social/@asarif,2022-11-04T00:00:00.000Z,51,47,14,2023-01-02,https://hci.social/
109283587010032520,joshnguyen,https://hci.social/@joshnguyen,2022-11-04T00:00:00.000Z,14,53,1,2022-11-07,https://hci.social/
109283518887880316,yaxingyao,https://hci.social/@yaxingyao,2022-11-04T00:00:00.000Z,19,17,2,2022-11-16,https://hci.social/
109283452419966634,nbhansen,https://hci.social/@nbhansen,2022-11-04T00:00:00.000Z,544,577,359,2023-11-17,https://hci.social/
109283219911464922,ecm_mscs,https://hci.social/@ecm_mscs,2022-11-04T00:00:00.000Z,4,39,0,,https://hci.social/
109282731131390899,Katelyncmorrison,https://hci.social/@Katelyncmorrison,2022-11-04T00:00:00.000Z,29,56,9,2022-12-21,https://hci.social/
109282376362208613,nikitasoni,https://hci.social/@nikitasoni,2022-11-03T00:00:00.000Z,23,24,0,2023-01-04,https://hci.social/
109281796082733867,scottbateman,https://hci.social/@scottbateman,2022-11-03T00:00:00.000Z,36,57,1,2022-11-06,https://hci.social/
109281462720982907,jjb,https://hci.social/@jjb,2022-11-03T00:00:00.000Z,0,4,0,,https://hci.social/
109280480316374611,danyel,https://hci.social/@danyel,2022-11-03T00:00:00.000Z,319,243,38,2023-04-28,https://hci.social/
109280479031531930,yixinzou,https://hci.social/@yixinzou,2022-11-03T00:00:00.000Z,146,152,10,2023-03-28,https://hci.social/
109280324384070013,mattm401,https://hci.social/@mattm401,2022-11-03T00:00:00.000Z,10,21,1,2022-11-03,https://hci.social/
109279955658927761,mehoque,https://hci.social/@mehoque,2022-11-03T00:00:00.000Z,26,14,7,2023-05-16,https://hci.social/
109279922921495057,lucvanderzandt,https://hci.social/@lucvanderzandt,2022-11-03T00:00:00.000Z,50,83,84,2023-10-28,https://hci.social/
109279537372071601,jenny_ai_land,https://hci.social/@jenny_ai_land,2022-11-03T00:00:00.000Z,202,148,265,2023-11-17,https://hci.social/
109277656466216027,azraism,https://hci.social/@azraism,2022-11-03T00:00:00.000Z,180,357,5,2023-01-05,https://hci.social/
109277592173631633,jcho,https://hci.social/@jcho,2022-11-03T00:00:00.000Z,0,7,0,,https://hci.social/
109276191127459822,viktoriaPammerSchindler,https://hci.social/@viktoriaPammerSchindler,2022-11-02T00:00:00.000Z,58,44,118,2023-11-16,https://hci.social/
109275927370669212,kotut,https://hci.social/@kotut,2022-11-02T00:00:00.000Z,31,62,0,,https://hci.social/
109275808009030079,Mor,https://hci.social/@Mor,2022-11-02T00:00:00.000Z,930,445,161,2023-11-12,https://hci.social/
109275546743988716,airi_,https://hci.social/@airi_,2022-11-02T00:00:00.000Z,132,185,5,2023-10-02,https://hci.social/
109275502991242546,upol,https://hci.social/@upol,2022-11-02T00:00:00.000Z,863,82,970,2023-11-18,https://hci.social/
109275471515745323,angiehiggins,https://hci.social/@angiehiggins,2022-11-02T00:00:00.000Z,15,33,1,2022-11-02,https://hci.social/
109275110217837399,mottelson,https://hci.social/@mottelson,2022-11-02T00:00:00.000Z,18,54,0,,https://hci.social/
109274855941552607,uxFabian,https://hci.social/@uxFabian,2022-11-02T00:00:00.000Z,10,17,5,2022-11-10,https://hci.social/
109274397624095868,JoshTong,https://hci.social/@JoshTong,2022-11-02T00:00:00.000Z,67,57,19,2023-08-26,https://hci.social/
109272563291959657,katrinetzrodt,https://hci.social/@katrinetzrodt,2022-11-02T00:00:00.000Z,56,13,20,2023-10-24,https://hci.social/
109272229067592890,misha,https://hci.social/@misha,2022-11-02T00:00:00.000Z,5,6,3,2022-11-24,https://hci.social/
109271914861377953,sohw,https://hci.social/@sohw,2022-11-02T00:00:00.000Z,30,60,8,2023-10-27,https://hci.social/
109271576699101851,cbecker,https://hci.social/@cbecker,2022-11-02T00:00:00.000Z,640,617,833,2023-11-17,https://hci.social/
109271568365268847,lauralevy,https://hci.social/@lauralevy,2022-11-02T00:00:00.000Z,8,13,0,,https://hci.social/
109270664191721928,RaphaelWimmer,https://hci.social/@RaphaelWimmer,2022-11-01T00:00:00.000Z,354,358,357,2023-11-18,https://hci.social/
109270438039255600,vitak,https://hci.social/@vitak,2022-11-01T00:00:00.000Z,727,213,331,2023-11-16,https://hci.social/
109270252544033274,jordanwb,https://hci.social/@jordanwb,2022-11-01T00:00:00.000Z,135,123,128,2023-11-15,https://hci.social/
109269978389614405,linkyi,https://hci.social/@linkyi,2022-11-01T00:00:00.000Z,41,33,5,2023-04-27,https://hci.social/
109269924856021225,frmaas,https://hci.social/@frmaas,2022-11-01T00:00:00.000Z,38,62,4,2023-07-13,https://hci.social/
109269710512449510,cmuhcii,https://hci.social/@cmuhcii,2022-11-01T00:00:00.000Z,150,45,41,2023-11-13,https://hci.social/
109269444979585945,olivierchapuis,https://hci.social/@olivierchapuis,2022-11-01T00:00:00.000Z,35,79,8,2023-10-31,https://hci.social/
109268809565077469,bwaber,https://hci.social/@bwaber,2022-11-01T00:00:00.000Z,765,436,3505,2023-11-18,https://hci.social/
109268532567075505,hri,https://hci.social/@hri,2022-11-01T00:00:00.000Z,53,47,44,2023-03-16,https://hci.social/
109268348036862706,tobiaslanglotz,https://hci.social/@tobiaslanglotz,2022-11-01T00:00:00.000Z,40,44,7,2023-04-04,https://hci.social/
109268181431410607,soham,https://hci.social/@soham,2022-11-01T00:00:00.000Z,27,33,2,2022-12-06,https://hci.social/
109267888386574448,Leon,https://hci.social/@Leon,2022-11-01T00:00:00.000Z,1,9,0,,https://hci.social/
109267777029241362,swiefling,https://hci.social/@swiefling,2022-11-01T00:00:00.000Z,373,150,63,2023-10-24,https://hci.social/
109267039802189104,minalee,https://hci.social/@minalee,2022-11-01T00:00:00.000Z,12,19,0,,https://hci.social/
109266610161404766,abbas,https://hci.social/@abbas,2022-11-01T00:00:00.000Z,6,20,3,2022-12-13,https://hci.social/
109266502226882393,viveka,https://hci.social/@viveka,2022-11-01T00:00:00.000Z,28,12,44,2023-09-29,https://hci.social/
109266366926497500,hellina,https://hci.social/@hellina,2022-11-01T00:00:00.000Z,24,31,8,2023-02-09,https://hci.social/
109266096091981405,legal_rico,https://hci.social/@legal_rico,2022-11-01T00:00:00.000Z,1,22,1,2023-01-17,https://hci.social/
109265759979317518,AdHaque,https://hci.social/@AdHaque,2022-11-01T00:00:00.000Z,87,30,3,2022-12-19,https://hci.social/
109265348595891301,cyxu,https://hci.social/@cyxu,2022-10-31T00:00:00.000Z,4,16,16,2023-03-22,https://hci.social/
109264533016091959,robin,https://hci.social/@robin,2022-10-31T00:00:00.000Z,106,60,8,2023-10-10,https://hci.social/
109264216214504903,colditzjb,https://hci.social/@colditzjb,2022-10-31T00:00:00.000Z,179,148,161,2023-10-25,https://hci.social/
109264192986137814,vedantneedmoeducation,https://hci.social/@vedantneedmoeducation,2022-10-31T00:00:00.000Z,24,25,2,2022-11-17,https://hci.social/
109263778405292477,torsalve,https://hci.social/@torsalve,2022-10-31T00:00:00.000Z,15,25,1,2023-11-14,https://hci.social/
109263638637118689,clatulip,https://hci.social/@clatulip,2022-10-31T00:00:00.000Z,252,244,162,2023-09-01,https://hci.social/
109263471819232582,becbot,https://hci.social/@becbot,2022-10-31T00:00:00.000Z,14,9,0,,https://hci.social/
109302849933963520,denniswittchen,https://hci.social/@denniswittchen,2022-11-07T00:00:00.000Z,16,30,71,2023-10-31,https://hci.social/
109302768077593747,theBoatman,https://hci.social/@theBoatman,2022-11-07T00:00:00.000Z,5,8,0,,https://hci.social/
109302351848093002,nels,https://hci.social/@nels,2022-11-07T00:00:00.000Z,20,48,5,2023-03-24,https://hci.social/
109302231076401095,smeddinck,https://hci.social/@smeddinck,2022-11-07T00:00:00.000Z,79,127,47,2023-11-17,https://hci.social/
109302162128969370,jussararowland,https://hci.social/@jussararowland,2022-11-07T00:00:00.000Z,165,379,2,2022-11-21,https://hci.social/
109302104569352815,mres,https://hci.social/@mres,2022-11-07T00:00:00.000Z,65,1,0,,https://hci.social/
109302067848012048,abdo,https://hci.social/@abdo,2022-11-07T00:00:00.000Z,81,257,0,,https://hci.social/
109301935417443270,drmaxlwilson,https://hci.social/@drmaxlwilson,2022-11-07T00:00:00.000Z,321,160,239,2023-09-07,https://hci.social/
109301638892669439,burton,https://hci.social/@burton,2022-11-07T00:00:00.000Z,47,62,166,2023-10-19,https://hci.social/
109301440426132885,ramboldio,https://hci.social/@ramboldio,2022-11-07T00:00:00.000Z,42,70,6,2023-07-28,https://hci.social/
109301065562392335,preetivyas,https://hci.social/@preetivyas,2022-11-07T00:00:00.000Z,1,21,0,,https://hci.social/
109300614052171791,pefortin,https://hci.social/@pefortin,2022-11-07T00:00:00.000Z,38,47,10,2022-11-25,https://hci.social/
109300564324955535,jiajing_guo,https://hci.social/@jiajing_guo,2022-11-07T00:00:00.000Z,36,57,2,2022-11-25,https://hci.social/
109300228694892432,infinimatt,https://hci.social/@infinimatt,2022-11-07T00:00:00.000Z,379,597,4235,2023-11-18,https://hci.social/
109300194370757836,hoffman,https://hci.social/@hoffman,2022-11-07T00:00:00.000Z,267,181,190,2023-10-19,https://hci.social/
109299936299909395,sarahwebber,https://hci.social/@sarahwebber,2022-11-07T00:00:00.000Z,137,164,27,2023-05-01,https://hci.social/
109299701700270487,dyutibound,https://hci.social/@dyutibound,2022-11-07T00:00:00.000Z,62,61,14,2023-08-30,https://hci.social/
109299266358679169,kgajos,https://hci.social/@kgajos,2022-11-06T00:00:00.000Z,341,124,256,2023-11-17,https://hci.social/
109299115096863503,nazaninandalibi,https://hci.social/@nazaninandalibi,2022-11-06T00:00:00.000Z,184,113,10,2023-10-12,https://hci.social/
109299055782031159,eljayoh,https://hci.social/@eljayoh,2022-11-06T00:00:00.000Z,6,45,0,,https://hci.social/
109299040931962074,scottmoore,https://hci.social/@scottmoore,2022-11-06T00:00:00.000Z,62,135,96,2023-07-29,https://hci.social/
109299034501431062,dan_bennett,https://hci.social/@dan_bennett,2022-11-06T00:00:00.000Z,341,355,1086,2023-11-17,https://hci.social/
109299010714546636,haimson,https://hci.social/@haimson,2022-11-06T00:00:00.000Z,135,115,13,2023-10-20,https://hci.social/
109298952480036659,fnunes,https://hci.social/@fnunes,2022-11-06T00:00:00.000Z,104,250,63,2023-11-18,https://hci.social/
109298318273716211,sameerhalai,https://hci.social/@sameerhalai,2022-11-06T00:00:00.000Z,8,15,8,2022-11-20,https://hci.social/
109298125675966917,mavrxlab,https://hci.social/@mavrxlab,2022-11-06T00:00:00.000Z,26,1,11,2023-03-17,https://hci.social/
109297730214569993,violynne,https://hci.social/@violynne,2022-11-06T00:00:00.000Z,5,11,0,,https://hci.social/
109297709556197014,martacecchinato,https://hci.social/@martacecchinato,2022-11-06T00:00:00.000Z,42,40,7,2023-08-29,https://hci.social/
109297600490103429,natashamalik,https://hci.social/@natashamalik,2022-11-06T00:00:00.000Z,1,1,0,,https://hci.social/
109297531742733749,Kfcito,https://hci.social/@Kfcito,2022-11-06T00:00:00.000Z,11,9,0,,https://hci.social/
109297342097429295,luiciolfi,https://hci.social/@luiciolfi,2022-11-06T00:00:00.000Z,193,81,3,2022-11-07,https://hci.social/
109297293760185289,nielsvanberkel,https://hci.social/@nielsvanberkel,2022-11-06T00:00:00.000Z,48,59,4,2023-03-17,https://hci.social/
109297207647754144,mariawolters,https://hci.social/@mariawolters,2022-11-06T00:00:00.000Z,404,360,141,2023-05-06,https://hci.social/
109296871161211195,derekreilly,https://hci.social/@derekreilly,2022-11-06T00:00:00.000Z,60,144,147,2023-11-06,https://hci.social/
109296628541552855,mbernimont,https://hci.social/@mbernimont,2022-11-06T00:00:00.000Z,16,76,88,2023-09-21,https://hci.social/
109296557608103922,triciagriffin,https://hci.social/@triciagriffin,2022-11-06T00:00:00.000Z,50,24,12,2023-01-10,https://hci.social/
109296432352177807,jin_lc_guo,https://hci.social/@jin_lc_guo,2022-11-06T00:00:00.000Z,19,51,4,2023-10-17,https://hci.social/
109295857528741571,stephanraaijmakers,https://hci.social/@stephanraaijmakers,2022-11-06T00:00:00.000Z,3,0,1,2022-11-06,https://hci.social/
109295491371229479,kand,https://hci.social/@kand,2022-11-06T00:00:00.000Z,109,135,120,2023-11-07,https://hci.social/
109295337309942537,Cora,https://hci.social/@Cora,2022-11-06T00:00:00.000Z,35,89,0,2022-11-12,https://hci.social/
109295291977681742,kentrellowens,https://hci.social/@kentrellowens,2022-11-06T00:00:00.000Z,137,184,28,2023-10-04,https://hci.social/
109294610486223610,jamieBGN,https://hci.social/@jamieBGN,2022-11-06T00:00:00.000Z,842,193,236,2023-06-12,https://hci.social/
109294303580169055,ian,https://hci.social/@ian,2022-11-06T00:00:00.000Z,3,0,0,,https://hci.social/
109294282737828820,jdp23,https://hci.social/@jdp23,2022-11-06T00:00:00.000Z,79,105,254,2023-06-30,https://hci.social/
109294231407919585,popux,https://hci.social/@popux,2022-11-06T00:00:00.000Z,4,5,1,2022-11-06,https://hci.social/
109294106167794337,tod,https://hci.social/@tod,2022-11-06T00:00:00.000Z,840,157,1240,2023-11-18,https://hci.social/
109293449923299613,ndiakopoulos,https://hci.social/@ndiakopoulos,2022-11-05T00:00:00.000Z,627,143,143,2023-11-14,https://hci.social/
109293361154375147,_mball_,https://hci.social/@_mball_,2022-11-05T00:00:00.000Z,30,101,48,2023-11-14,https://hci.social/
109293158840427651,ellali,https://hci.social/@ellali,2022-11-05T00:00:00.000Z,23,80,1,2022-11-18,https://hci.social/
109293139737082387,gligoric,https://hci.social/@gligoric,2022-11-05T00:00:00.000Z,57,83,0,,https://hci.social/
109293030488465281,luigidr,https://hci.social/@luigidr,2022-11-05T00:00:00.000Z,70,81,11,2023-01-14,https://hci.social/
109292883889388907,rzehrung,https://hci.social/@rzehrung,2022-11-05T00:00:00.000Z,1,4,0,,https://hci.social/
109292880476932028,bioinfhotep,https://hci.social/@bioinfhotep,2022-11-05T00:00:00.000Z,6,3,0,,https://hci.social/
109292559791987713,elme,https://hci.social/@elme,2022-11-05T00:00:00.000Z,12,47,0,,https://hci.social/
109292332597449705,Zhai,https://hci.social/@Zhai,2022-11-05T00:00:00.000Z,4,4,0,,https://hci.social/
109292301483844691,jeremy,https://hci.social/@jeremy,2022-11-05T00:00:00.000Z,452,474,487,2023-11-12,https://hci.social/
109292221431315534,Manikantroy,https://hci.social/@Manikantroy,2022-11-05T00:00:00.000Z,2,1,0,,https://hci.social/
109292150541488991,pedrolopes,https://hci.social/@pedrolopes,2022-11-05T00:00:00.000Z,324,568,170,2023-11-03,https://hci.social/
109292081835491415,urisohn,https://hci.social/@urisohn,2022-11-05T00:00:00.000Z,637,92,46,2023-01-22,https://hci.social/
109291929834235790,gharsha,https://hci.social/@gharsha,2022-11-05T00:00:00.000Z,14,12,1,2022-11-06,https://hci.social/
109291809305718505,chinl,https://hci.social/@chinl,2022-11-05T00:00:00.000Z,19,1,2,2022-12-29,https://hci.social/
109291425936401439,divasmriti,https://hci.social/@divasmriti,2022-11-05T00:00:00.000Z,2,5,0,,https://hci.social/
109291410994619711,nholbert,https://hci.social/@nholbert,2022-11-05T00:00:00.000Z,121,248,378,2023-07-03,https://hci.social/
109291369766733055,krischi,https://hci.social/@krischi,2022-11-05T00:00:00.000Z,72,48,41,2022-11-23,https://hci.social/
109291268707441386,huaishup,https://hci.social/@huaishup,2022-11-05T00:00:00.000Z,28,29,8,2022-12-04,https://hci.social/
109290715502592082,codingconduct,https://hci.social/@codingconduct,2022-11-05T00:00:00.000Z,582,144,330,2023-11-15,https://hci.social/
109290690617417918,Mashael,https://hci.social/@Mashael,2022-11-05T00:00:00.000Z,0,3,0,,https://hci.social/
109290441148219937,DBuschek,https://hci.social/@DBuschek,2022-11-05T00:00:00.000Z,410,384,148,2023-09-25,https://hci.social/
109290332696084594,pgoddard10,https://hci.social/@pgoddard10,2022-11-05T00:00:00.000Z,18,15,76,2023-01-29,https://hci.social/
109290272433594114,tino,https://hci.social/@tino,2022-11-05T00:00:00.000Z,154,119,9,2023-08-31,https://hci.social/
109289703544547760,yiting,https://hci.social/@yiting,2022-11-05T00:00:00.000Z,13,9,13,2023-07-04,https://hci.social/
109289327662977018,peiling,https://hci.social/@peiling,2022-11-05T00:00:00.000Z,3,3,0,,https://hci.social/
109289161963583935,vishalsharma,https://hci.social/@vishalsharma,2022-11-05T00:00:00.000Z,26,60,1,2023-09-20,https://hci.social/
109288967447172041,normsu,https://hci.social/@normsu,2022-11-05T00:00:00.000Z,17,43,1,2023-08-08,https://hci.social/
109288764466529386,mott_lab_,https://hci.social/@mott_lab_,2022-11-05T00:00:00.000Z,28,29,4,2023-04-03,https://hci.social/
109288691079164735,guofreeman,https://hci.social/@guofreeman,2022-11-05T00:00:00.000Z,29,29,6,2023-01-12,https://hci.social/
109288650216344867,Rio,https://hci.social/@Rio,2022-11-05T00:00:00.000Z,0,3,0,,https://hci.social/
109288633596283106,ishtiaque,https://hci.social/@ishtiaque,2022-11-05T00:00:00.000Z,93,123,12,2023-02-03,https://hci.social/
109288580226191166,azhenley,https://hci.social/@azhenley,2022-11-05T00:00:00.000Z,137,102,13,2023-08-06,https://hci.social/
109288484565808884,chrisparnin,https://hci.social/@chrisparnin,2022-11-05T00:00:00.000Z,125,111,116,2023-08-26,https://hci.social/
109326838797468757,savvas,https://hci.social/@savvas,2022-11-11T00:00:00.000Z,2,0,0,,https://hci.social/
109326250204765946,dougschuler,https://hci.social/@dougschuler,2022-11-11T00:00:00.000Z,167,304,547,2023-11-14,https://hci.social/
109326240601246425,flowdie,https://hci.social/@flowdie,2022-11-11T00:00:00.000Z,82,211,488,2023-11-18,https://hci.social/
109325832728547885,cmerrellstone,https://hci.social/@cmerrellstone,2022-11-11T00:00:00.000Z,82,88,110,2023-11-08,https://hci.social/
109325704301013903,kenny,https://hci.social/@kenny,2022-11-11T00:00:00.000Z,124,143,7,2023-07-25,https://hci.social/
109324494001736449,pgpais,https://hci.social/@pgpais,2022-11-11T00:00:00.000Z,0,2,0,,https://hci.social/
109324009303772670,feilseifer,https://hci.social/@feilseifer,2022-11-11T00:00:00.000Z,25,78,114,2023-11-03,https://hci.social/
109323744322577242,shrutimahajan,https://hci.social/@shrutimahajan,2022-11-11T00:00:00.000Z,4,17,0,,https://hci.social/
109322685152785935,raynez,https://hci.social/@raynez,2022-11-11T00:00:00.000Z,32,17,6,2022-11-11,https://hci.social/
109322203782048805,scottdejong,https://hci.social/@scottdejong,2022-11-10T00:00:00.000Z,107,135,65,2023-04-19,https://hci.social/
109320912972438741,angelica,https://hci.social/@angelica,2022-11-10T00:00:00.000Z,334,165,17,2023-01-23,https://hci.social/
109320905910328632,blakedanzig,https://hci.social/@blakedanzig,2022-11-10T00:00:00.000Z,2,2,0,,https://hci.social/
109320893414808666,raphaelkim,https://hci.social/@raphaelkim,2022-11-10T00:00:00.000Z,16,28,0,,https://hci.social/
109320128162206517,duri,https://hci.social/@duri,2022-11-10T00:00:00.000Z,13,23,1,2022-12-19,https://hci.social/
109319923412640336,hcid,https://hci.social/@hcid,2022-11-10T00:00:00.000Z,13,5,2,2023-11-03,https://hci.social/
109319794107633402,nicoffman,https://hci.social/@nicoffman,2022-11-10T00:00:00.000Z,5,24,18,2023-11-12,https://hci.social/
109319636636499704,saharmirhadi,https://hci.social/@saharmirhadi,2022-11-10T00:00:00.000Z,154,172,130,2023-10-22,https://hci.social/
109319620659747186,jochenhuber,https://hci.social/@jochenhuber,2022-11-10T00:00:00.000Z,49,131,7,2023-05-11,https://hci.social/
109319214581523900,hcisorbonne,https://hci.social/@hcisorbonne,2022-11-10T00:00:00.000Z,40,2,3,2022-11-16,https://hci.social/
109318961584929026,valkyrie,https://hci.social/@valkyrie,2022-11-10T00:00:00.000Z,11,6,0,,https://hci.social/
109318454615323988,philvanallen,https://hci.social/@philvanallen,2022-11-10T00:00:00.000Z,38,30,24,2023-04-24,https://hci.social/
109318450709985267,huhjina,https://hci.social/@huhjina,2022-11-10T00:00:00.000Z,37,26,5,2023-04-23,https://hci.social/
109317680801871048,kevin_chunhsien,https://hci.social/@kevin_chunhsien,2022-11-10T00:00:00.000Z,13,28,7,2023-05-09,https://hci.social/
109316305580179984,katzellner,https://hci.social/@katzellner,2022-11-09T00:00:00.000Z,5,10,4,2022-11-11,https://hci.social/
109315836042600371,FMCalisto,https://hci.social/@FMCalisto,2022-11-09T00:00:00.000Z,13,35,7,2023-06-01,https://hci.social/
109315720236309219,keshavsapra,https://hci.social/@keshavsapra,2022-11-09T00:00:00.000Z,2,4,2,2022-11-10,https://hci.social/
109315119448767543,dhansen,https://hci.social/@dhansen,2022-11-09T00:00:00.000Z,51,50,21,2023-08-29,https://hci.social/
109315111709738422,lynndombrowski,https://hci.social/@lynndombrowski,2022-11-09T00:00:00.000Z,20,33,2,2023-08-21,https://hci.social/
109314255641376079,houda,https://hci.social/@houda,2022-11-09T00:00:00.000Z,12,37,0,,https://hci.social/
109313741356116083,kirankappeler,https://hci.social/@kirankappeler,2022-11-09T00:00:00.000Z,110,69,9,2023-01-20,https://hci.social/
109312928647853580,mehrotras,https://hci.social/@mehrotras,2022-11-09T00:00:00.000Z,7,10,0,,https://hci.social/
109312426087376082,tomalytics,https://hci.social/@tomalytics,2022-11-09T00:00:00.000Z,4,4,1,2022-11-09,https://hci.social/
109311729280273790,arvind,https://hci.social/@arvind,2022-11-09T00:00:00.000Z,6,2,6,2023-01-25,https://hci.social/
109311493853825098,karthik,https://hci.social/@karthik,2022-11-09T00:00:00.000Z,10,12,0,,https://hci.social/
109311083585260134,denae,https://hci.social/@denae,2022-11-09T00:00:00.000Z,90,15,1,2022-11-09,https://hci.social/
109310873965267359,chabwera,https://hci.social/@chabwera,2022-11-08T00:00:00.000Z,0,1,0,,https://hci.social/
109310369258734486,Joe,https://hci.social/@Joe,2022-11-08T00:00:00.000Z,2,7,0,,https://hci.social/
109310214649663007,pol,https://hci.social/@pol,2022-11-08T00:00:00.000Z,1,35,0,,https://hci.social/
109309839458907409,ollywogs,https://hci.social/@ollywogs,2022-11-08T00:00:00.000Z,4,10,0,,https://hci.social/
109309524454202764,vlevesque,https://hci.social/@vlevesque,2022-11-08T00:00:00.000Z,8,17,0,,https://hci.social/
109309385218199310,jbragg,https://hci.social/@jbragg,2022-11-08T00:00:00.000Z,7,6,0,,https://hci.social/
109309256903143651,ml,https://hci.social/@ml,2022-11-08T00:00:00.000Z,7,12,0,,https://hci.social/
109309230422905830,flarion,https://hci.social/@flarion,2022-11-08T00:00:00.000Z,113,89,231,2023-11-14,https://hci.social/
109309004100851722,fannieliu,https://hci.social/@fannieliu,2022-11-08T00:00:00.000Z,69,31,7,2023-04-19,https://hci.social/
109308941378785344,simulo,https://hci.social/@simulo,2022-11-08T00:00:00.000Z,387,403,1390,2023-11-17,https://hci.social/
109308871861887723,ziweigu,https://hci.social/@ziweigu,2022-11-08T00:00:00.000Z,2,4,0,,https://hci.social/
109308705426178443,fbruehlmann,https://hci.social/@fbruehlmann,2022-11-08T00:00:00.000Z,29,65,10,2023-11-14,https://hci.social/
109308655440310263,bellini,https://hci.social/@bellini,2022-11-08T00:00:00.000Z,9,1,0,,https://hci.social/
109308516017538203,antoine,https://hci.social/@antoine,2022-11-08T00:00:00.000Z,35,83,48,2023-08-28,https://hci.social/
109308505802459221,chriselsden,https://hci.social/@chriselsden,2022-11-08T00:00:00.000Z,60,11,0,,https://hci.social/
109308211674204939,maro,https://hci.social/@maro,2022-11-08T00:00:00.000Z,24,35,18,2022-11-24,https://hci.social/
109308210156353996,phoebesengers,https://hci.social/@phoebesengers,2022-11-08T00:00:00.000Z,269,111,48,2023-02-22,https://hci.social/
109307693691798608,jackjamieson,https://hci.social/@jackjamieson,2022-11-08T00:00:00.000Z,107,84,29,2023-10-16,https://hci.social/
109307210515475225,rgnlg,https://hci.social/@rgnlg,2022-11-08T00:00:00.000Z,21,29,0,,https://hci.social/
